"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","l",,"643","1713397104901","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","f",,"644","1713397104959","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke",".",,"645","1713397105129","cell.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","s",,"646","1713397105391","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"647","1713397105564","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","a",,"648","1713397105715","cell.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"649","1713397105917","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","e",,"650","1713397106173","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","s",,"641","1713397104221","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"642","1713397104337","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","l",,"643","1713397104901","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","f",,"644","1713397104959","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke",".",,"645","1713397105129","cell.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","s",,"646","1713397105391","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"647","1713397105564","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","a",,"648","1713397105715","cell.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"649","1713397105917","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","e",,"650","1713397106173","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke"," ",,"653","1713397109034","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","=",,"654","1713397109160","cell.py","1.1.5 for 2021-2022 @t1",,"=",,,,,
"X-Keystroke"," ",,"655","1713397110730","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","E",,"656","1713397111264","cell.py","1.1.5 for 2021-2022 @t1",,"E",,,,,
"X-Keystroke","m",,"657","1713397111597","cell.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke"," ",,"653","1713397109034","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","=",,"654","1713397109160","cell.py","1.1.5 for 2021-2022 @t1",,"=",,,,,
"X-Keystroke"," ",,"655","1713397110730","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","E",,"656","1713397111264","cell.py","1.1.5 for 2021-2022 @t1",,"E",,,,,
"X-Keystroke","m",,"657","1713397111597","cell.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke"," ",,"653","1713397109034","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","=",,"654","1713397109160","cell.py","1.1.5 for 2021-2022 @t1",,"=",,,,,
"X-Keystroke"," ",,"655","1713397110730","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","E",,"656","1713397111264","cell.py","1.1.5 for 2021-2022 @t1",,"E",,,,,
"X-Keystroke","m",,"657","1713397111597","cell.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Action","Choose Lookup Item Replace",,,"1713397107049","cell.py","1.1.5 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","__","","645","1713397107051","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit"," ","","652","1713397109033","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"653","1713397109034","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","653","1713397109160","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"654","1713397109160","cell.py","1.1.5 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","654","1713397110730","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"655","1713397110730","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","E","","655","1713397111264","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","E",,"656","1713397111264","cell.py","1.1.5 for 2021-2022 @t1",,"E",,,,,
"File.Edit","m","","656","1713397111586","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"657","1713397111597","cell.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Action","Choose Lookup Item Replace",,,"1713397112279","cell.py","1.1.5 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","","m","656","1713397112283","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","MPTY","","656","1713397112284","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1713397128161","cell.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","        
","","661","1713397128163","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Backspace",,,"1713397129112","cell.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","668","1713397129113","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","   ","665","1713397129114","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1713397130048","cell.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","666","1713397130050","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Up",,,"1713397132466","cell.py","1.1.5 for 2021-2022 @t1",,"Up",,,,,
"X-Action","Enter",,,"1713397132697","cell.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
        ","","575","1713397132699","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Undo Typing",,,"1713397134161","cell.py","1.1.5 for 2021-2022 @t1",,"Undo Typing",,,,,
"File.Edit","","
        ","575","1713397134164","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1713397136841","cell.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","        
","","611","1713397136843","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1713397138929","cell.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","680","1713397138931","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Down",,,"1713397139962","cell.py","1.1.5 for 2021-2022 @t1",,"Down",,,,,
"X-Action","Down",,,"1713397140178","cell.py","1.1.5 for 2021-2022 @t1",,"Down",,,,,
"X-Action","Up",,,"1713397140681","cell.py","1.1.5 for 2021-2022 @t1",,"Up",,,,,
"X-Action","Backspace",,,"1713397141177","cell.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","683","1713397141177","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","   ","680","1713397141178","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713397141377","cell.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","680","1713397141377","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","d","","679","1713397143154","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"680","1713397143154","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","e","","680","1713397143329","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"681","1713397143340","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","f","","681","1713397143434","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"682","1713397143449","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","d",,"680","1713397143154","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","e",,"681","1713397143340","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"682","1713397143449","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke"," ",,"683","1713397145538","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","s",,"684","1713397145721","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"685","1713397145902","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","t",,"686","1713397146118","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","d",,"680","1713397143154","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","e",,"681","1713397143340","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"682","1713397143449","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke"," ",,"683","1713397145538","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","s",,"684","1713397145721","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"685","1713397145902","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","t",,"686","1713397146118","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","d",,"680","1713397143154","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","e",,"681","1713397143340","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"682","1713397143449","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke"," ",,"683","1713397145538","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","s",,"684","1713397145721","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"685","1713397145902","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","t",,"686","1713397146118","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","682","1713397145538","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"683","1713397145538","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","s","","683","1713397145721","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"684","1713397145721","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","e","","684","1713397145889","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"685","1713397145902","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","t","","685","1713397146105","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"686","1713397146118","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","_","","686","1713397146794","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"687","1713397146799","cell.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","l","","687","1713397147752","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"688","1713397147768","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","i","","688","1713397147865","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"689","1713397147865","cell.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","689","1713397147993","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"690","1713397147994","cell.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","e","","690","1713397148114","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"691","1713397148114","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","_",,"687","1713397146799","cell.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","l",,"688","1713397147768","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","i",,"689","1713397147865","cell.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"690","1713397147994","cell.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","e",,"691","1713397148114","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","_",,"687","1713397146799","cell.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","l",,"688","1713397147768","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","i",,"689","1713397147865","cell.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"690","1713397147994","cell.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","e",,"691","1713397148114","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","_",,"687","1713397146799","cell.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","l",,"688","1713397147768","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","i",,"689","1713397147865","cell.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"690","1713397147994","cell.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","e",,"691","1713397148114","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Action","Backspace",,,"1713397151673","cell.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","690","1713397151674","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713397152489","cell.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","n","689","1713397152489","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713397152649","cell.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","688","1713397152650","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713397152785","cell.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","l","687","1713397152786","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","v","","687","1713397153635","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","v",,"688","1713397153635","cell.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"File.Edit","e","","688","1713397153753","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"689","1713397153763","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","689","1713397153808","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"690","1713397153824","cell.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","t","","690","1713397154001","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"691","1713397154001","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","i","","691","1713397154137","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"692","1713397154137","cell.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","c","","692","1713397154291","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"693","1713397154291","cell.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","a","","693","1713397154393","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"694","1713397154393","cell.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","l","","694","1713397154506","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"695","1713397154506","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","v",,"688","1713397153635","cell.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"X-Keystroke","e",,"689","1713397153763","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","r",,"690","1713397153824","cell.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","t",,"691","1713397154001","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","i",,"692","1713397154137","cell.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","c",,"693","1713397154291","cell.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","a",,"694","1713397154393","cell.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","l",,"695","1713397154506","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke",":",,"696","1713397155377","cell.py","1.1.5 for 2021-2022 @t1",,":",,,,,
"X-Keystroke","v",,"688","1713397153635","cell.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"X-Keystroke","e",,"689","1713397153763","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","r",,"690","1713397153824","cell.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","t",,"691","1713397154001","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","i",,"692","1713397154137","cell.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","c",,"693","1713397154291","cell.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","a",,"694","1713397154393","cell.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","l",,"695","1713397154506","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke",":",,"696","1713397155377","cell.py","1.1.5 for 2021-2022 @t1",,":",,,,,
"X-Keystroke","v",,"688","1713397153635","cell.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"X-Keystroke","e",,"689","1713397153763","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","r",,"690","1713397153824","cell.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","t",,"691","1713397154001","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","i",,"692","1713397154137","cell.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","c",,"693","1713397154291","cell.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","a",,"694","1713397154393","cell.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","l",,"695","1713397154506","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke",":",,"696","1713397155377","cell.py","1.1.5 for 2021-2022 @t1",,":",,,,,
"File.Edit",":","","695","1713397155377","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",":",,"696","1713397155377","cell.py","1.1.5 for 2021-2022 @t1",,":",,,,,
"X-Action","Enter",,,"1713397155702","cell.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","697","1713397155707","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","701","1713397155709","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"700","1713397159131","cell.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","s",,"701","1713397159307","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","(",,"700","1713397159131","cell.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","s",,"701","1713397159307","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","(self)","","695","1713397159131","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"700","1713397159131","cell.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"File.Edit","s","","700","1713397159306","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"701","1713397159307","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Action","Backspace",,,"1713397160249","cell.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","700","1713397160250","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","s",,"712","1713397162210","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"713","1713397162311","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","l",,"714","1713397162430","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","f",,"715","1713397162527","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke",".",,"716","1713397162705","cell.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","s",,"717","1713397164238","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"718","1713397164405","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","a",,"719","1713397164541","cell.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"720","1713397164790","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","s",,"712","1713397162210","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"713","1713397162311","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","l",,"714","1713397162430","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","f",,"715","1713397162527","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke",".",,"716","1713397162705","cell.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","s",,"717","1713397164238","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"718","1713397164405","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","a",,"719","1713397164541","cell.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"720","1713397164790","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","(",,"700","1713397159131","cell.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","s",,"701","1713397159307","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","s",,"712","1713397162211","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"713","1713397162311","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","l",,"714","1713397162430","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","f",,"715","1713397162527","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke",".",,"716","1713397162705","cell.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","s",,"717","1713397164238","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"718","1713397164405","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","a",,"719","1713397164541","cell.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"720","1713397164790","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","s","","711","1713397162210","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"712","1713397162210","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","e","","712","1713397162306","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"713","1713397162311","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","l","","713","1713397162419","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"714","1713397162430","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","f","","714","1713397162514","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"715","1713397162527","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit",".","","715","1713397162704","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"716","1713397162705","cell.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit","s","","716","1713397164233","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"717","1713397164238","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","717","1713397164393","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"718","1713397164405","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
